Ticker,date,isEnabled
AES,2021-05-28,true
AESC,2021-05-28,true
AESE,2021-05-28,true
AESR,2021-05-28,true
AEVA,2021-05-28,true
AEVA+,2021-05-28,true
AEY,2021-05-28,true
AEYE,2021-05-28,true
AEZS,2021-05-28,true
AFAQ,2021-05-28,true
AFAQU,2021-05-28,true
AFAQW,2021-05-28,true
AFB,2021-05-28,true
AFBI,2021-05-28,true
AFCG,2021-05-28,true
AFG,2021-05-28,true
AFGB,2021-05-28,true
AFGC,2021-05-28,true
AFGD,2021-05-28,true
AFGE,2021-05-28,true
AFI,2021-05-28,true
AFIB,2021-05-28,true
AFIF,2021-05-28,true
AFIN,2021-05-28,true
AFINO,2021-05-28,true
AFINP,2021-05-28,true
AFK,2021-05-28,true
AFL,2021-05-28,true
AFLG,2021-05-28,true
AFMC,2021-05-28,true
AFMD,2021-05-28,true
AFRM,2021-05-28,true
AFSM,2021-05-28,true
AFT,2021-05-28,true
AFTY,2021-05-28,true
AFYA,2021-05-28,true
AG,2021-05-28,true
AGAC,2021-05-28,true
AGAC+,2021-05-28,true
AGAC=,2021-05-28,true
AGBA,2021-05-28,true
AGBAR,2021-05-28,true
AGBAU,2021-05-28,true
AGBAW,2021-05-28,true
AGC,2021-05-28,true
AGCB,2021-05-28,true
AGCO,2021-05-28,true
AGCUU,2021-05-28,true
AGCWW,2021-05-28,true
AGD,2021-05-28,true
AGE,2021-05-28,true
AGEN,2021-05-28,true
AGFS,2021-05-28,true
AGFY,2021-05-28,true
AGG,2021-05-28,true
AGGR,2021-05-28,true
AGGRU,2021-05-28,true
AGGRW,2021-05-28,true
AGGY,2021-05-28,true
AGI,2021-05-28,true
AGIO,2021-05-28,true
AGL,2021-05-28,true
AGLE,2021-05-28,true
AGM,2021-05-28,true
AGM-C,2021-05-28,true
AGM-D,2021-05-28,true
AGM-E,2021-05-28,true
AGM-F,2021-05-28,true
AGM.A,2021-05-28,true
AGMH,2021-05-28,true
AGNC,2021-05-28,true
AGNCM,2021-05-28,true
AGNCN,2021-05-28,true
AGNCO,2021-05-28,true
AGNCP,2021-05-28,true
AGNG,2021-05-28,true
AGO,2021-05-28,true
AGO-B,2021-05-28,true
AGO-E,2021-05-28,true
AGO-F,2021-05-28,true
AGQ,2021-05-28,true
AGR,2021-05-28,true
AGRO,2021-05-28,true
AGRX,2021-05-28,true
AGS,2021-05-28,true
AGT,2021-05-28,true
AGTC,2021-05-28,true
AGTI,2021-05-28,true
AGX,2021-05-28,true
AGYS,2021-05-28,true
AGZ,2021-05-28,true
AGZD,2021-05-28,true
AHAC,2021-05-28,true
AHACU,2021-05-28,true
AHACW,2021-05-28,true
AHC,2021-05-28,true
AHCO,2021-05-28,true
AHH,2021-05-28,true
AHH-A,2021-05-28,true
AHL-C,2021-05-28,true
AHL-D,2021-05-28,true
AHL-E,2021-05-28,true
AHPI,2021-05-28,true
AHT,2021-05-28,true
AHT-D,2021-05-28,true
AHT-F,2021-05-28,true
AHT-G,2021-05-28,true
AHT-H,2021-05-28,true
AHT-I,2021-05-28,true
AI,2021-05-28,true
AIA,2021-05-28,true
AIC,2021-05-28,true
AIEQ,2021-05-28,true
AIF,2021-05-28,true
AIG,2021-05-28,true
AIG-A,2021-05-28,true
AIH,2021-05-28,true
AIHS,2021-05-28,true
AIIQ,2021-05-28,true
AIKI,2021-05-28,true
AIM,2021-05-28,true
AIMC,2021-05-28,true
AIN,2021-05-28,true
AINC,2021-05-28,true
AINV,2021-05-28,true
AIO,2021-05-28,true
AIQ,2021-05-28,true
AIR,2021-05-28,true
AIRC,2021-05-28,true
AIRG,2021-05-28,true
AIRI,2021-05-28,true
AIRR,2021-05-28,true
AIRT,2021-05-28,true
AIRTP,2021-05-28,true
AIRTW,2021-05-28,true
AIT,2021-05-28,true
AIV,2021-05-28,true
AIW,2021-05-28,true
AIZ,2021-05-28,true
AIZN,2021-05-28,true
AJAX,2021-05-28,true
AJAX+,2021-05-28,true
AJAX=,2021-05-28,true
AJG,2021-05-28,true
AJRD,2021-05-28,true
AJX,2021-05-28,true
AJXA,2021-05-28,true
AKAM,2021-05-28,true
AKBA,2021-05-28,true
AKIC,2021-05-28,true
AKICU,2021-05-28,true
AKICW,2021-05-28,true
AKO.A,2021-05-28,true
AKO.B,2021-05-28,true
AKR,2021-05-28,true
AKRO,2021-05-28,true
AKTS,2021-05-28,true
AKTX,2021-05-28,true
AKU,2021-05-28,true
AKUS,2021-05-28,true
AKYA,2021-05-28,true
AL,2021-05-28,true
AL-A,2021-05-28,true
ALAC,2021-05-28,true
ALACR,2021-05-28,true
ALACU,2021-05-28,true
ALACW,2021-05-28,true
ALB,2021-05-28,true
ALBO,2021-05-28,true
ALC,2021-05-28,true
ALCO,2021-05-28,true
ALDX,2021-05-28,true
ALE,2021-05-28,true
ALEC,2021-05-28,true
ALEX,2021-05-28,true
ALF,2021-05-28,true
ALFA,2021-05-28,true
ALFIW,2021-05-28,true
ALG,2021-05-28,true
ALGM,2021-05-28,true
ALGN,2021-05-28,true
ALGS,2021-05-28,true
ALGT,2021-05-28,true
ALHC,2021-05-28,true
ALIM,2021-05-28,true
ALIN-A,2021-05-28,true
ALIN-B,2021-05-28,true
ALIN-E,2021-05-28,true
ALJJ,2021-05-28,true
ALK,2021-05-28,true
ALKS,2021-05-28,true
ALKT,2021-05-28,true
ALL,2021-05-28,true
ALL-B,2021-05-28,true
ALL-G,2021-05-28,true
ALL-H,2021-05-28,true
ALL-I,2021-05-28,true
ALLE,2021-05-28,true
ALLK,2021-05-28,true
ALLO,2021-05-28,true
ALLT,2021-05-28,true
ALLY,2021-05-28,true
ALLY-A,2021-05-28,true
ALNA,2021-05-28,true
ALNY,2021-05-28,true
ALOT,2021-05-28,true
ALP-Q,2021-05-28,true
ALPAU,2021-05-28,true
ALPN,2021-05-28,true
ALRM,2021-05-28,true
ALRN,2021-05-28,true
ALRS,2021-05-28,true
ALSK,2021-05-28,true
ALSN,2021-05-28,true
ALT,2021-05-28,true
ALTA,2021-05-28,true
ALTG,2021-05-28,true
ALTG-A,2021-05-28,true
ALTL,2021-05-28,true
ALTM,2021-05-28,true
ALTO,2021-05-28,true
ALTR,2021-05-28,true
ALTS,2021-05-28,true
ALTU,2021-05-28,true
ALTUU,2021-05-28,true
ALTUW,2021-05-28,true
ALTY,2021-05-28,true
ALUS,2021-05-28,true
ALUS+,2021-05-28,true
ALUS=,2021-05-28,true
ALV,2021-05-28,true
ALVR,2021-05-28,true
ALX,2021-05-28,true
ALXN,2021-05-28,true
ALXO,2021-05-28,true
ALYA,2021-05-28,true
AM,2021-05-28,true
AMAL,2021-05-28,true
AMAO,2021-05-28,true
AMAOU,2021-05-28,true
AMAOW,2021-05-28,true
AMAT,2021-05-28,true
AMBA,2021-05-28,true
AMBC,2021-05-28,true
AMBC+,2021-05-28,true
AMBO,2021-05-28,true
AMC,2021-05-28,true
AMCA,2021-05-28,true
AMCIU,2021-05-28,true
AMCR,2021-05-28,true
AMCX,2021-05-28,true
AMD,2021-05-28,true
AME,2021-05-28,true
AMED,2021-05-28,true
AMEH,2021-05-28,true
AMER,2021-05-28,true
AMG,2021-05-28,true
AMGN,2021-05-28,true
AMH,2021-05-28,true
AMH-D,2021-05-28,true
AMH-E,2021-05-28,true
AMH-F,2021-05-28,true
AMH-G,2021-05-28,true
AMH-H,2021-05-28,true
AMHC,2021-05-28,true
AMHCU,2021-05-28,true
AMHCW,2021-05-28,true
AMJ,2021-05-28,true
AMK,2021-05-28,true
AMKR,2021-05-28,true
AMLP,2021-05-28,true
AMN,2021-05-28,true
AMNA,2021-05-28,true
AMNB,2021-05-28,true
AMND,2021-05-28,true
AMOM,2021-05-28,true
AMOT,2021-05-28,true
AMOV,2021-05-28,true
AMP,2021-05-28,true
AMPE,2021-05-28,true
AMPG,2021-05-28,true
AMPGW,2021-05-28,true
AMPH,2021-05-28,true
AMPI,2021-05-28,true
AMPI+,2021-05-28,true
AMPI=,2021-05-28,true
AMPY,2021-05-28,true
AMR,2021-05-28,true
AMRB,2021-05-28,true
AMRC,2021-05-28,true
AMRK,2021-05-28,true
AMRN,2021-05-28,true
AMRS,2021-05-28,true
AMRX,2021-05-28,true
AMS,2021-05-28,true
AMSC,2021-05-28,true
AMSF,2021-05-28,true
AMST,2021-05-28,true
AMSWA,2021-05-28,true
AMT,2021-05-28,true
AMTB,2021-05-28,true
AMTBB,2021-05-28,true
AMTI,2021-05-28,true
AMTR,2021-05-28,true
AMTX,2021-05-28,true
AMUB,2021-05-28,true
AMWD,2021-05-28,true
AMWL,2021-05-28,true
AMX,2021-05-28,true
AMYT,2021-05-28,true
AMZA,2021-05-28,true
AMZN,2021-05-28,true
AN,2021-05-28,true
ANAB,2021-05-28,true
ANAC,2021-05-28,true
ANAC+,2021-05-28,true
ANAC=,2021-05-28,true
ANAT,2021-05-28,true
ANDA,2021-05-28,true
ANDAR,2021-05-28,true
ANDAU,2021-05-28,true
ANDAW,2021-05-28,true
ANDE,2021-05-28,true
ANEB,2021-05-28,true
ANET,2021-05-28,true
ANEW,2021-05-28,true
ANF,2021-05-28,true
ANGI,2021-05-28,true
ANGL,2021-05-28,true
ANGN,2021-05-28,true
ANGO,2021-05-28,true
ANIK,2021-05-28,true
ANIP,2021-05-28,true
ANIX,2021-05-28,true
ANNX,2021-05-28,true
ANPC,2021-05-28,true
ANSS,2021-05-28,true
ANTE,2021-05-28,true
ANTM,2021-05-28,true
ANVS,2021-05-28,true
ANY,2021-05-28,true
ANZU,2021-05-28,true
ANZUU,2021-05-28,true
ANZUW,2021-05-28,true
AOA,2021-05-28,true
AOD,2021-05-28,true
AOK,2021-05-28,true
AOM,2021-05-28,true
AON,2021-05-28,true
AONE,2021-05-28,true
AONE+,2021-05-28,true
AONE=,2021-05-28,true
AOR,2021-05-28,true
AOS,2021-05-28,true
AOSL,2021-05-28,true
AOUT,2021-05-28,true
AP,2021-05-28,true
AP+,2021-05-28,true
APA,2021-05-28,true
APAM,2021-05-28,true
APD,2021-05-28,true
APDN,2021-05-28,true
APEI,2021-05-28,true
APEN,2021-05-28,true
APG,2021-05-28,true
APGB,2021-05-28,true
APGB+,2021-05-28,true
APGB=,2021-05-28,true
APH,2021-05-28,true
API,2021-05-28,true
APLE,2021-05-28,true
APLS,2021-05-28,true
APLT,2021-05-28,true
APM,2021-05-28,true
APO,2021-05-28,true
APO-A,2021-05-28,true
APO-B,2021-05-28,true
APOG,2021-05-28,true
APOP,2021-05-28,true
APOPW,2021-05-28,true
APP,2021-05-28,true
APPF,2021-05-28,true
APPH,2021-05-28,true
APPHW,2021-05-28,true
APPN,2021-05-28,true
APPS,2021-05-28,true
APR,2021-05-28,true
APRE,2021-05-28,true
APRN,2021-05-28,true
APRZ,2021-05-28,true
APSG,2021-05-28,true
APSG+,2021-05-28,true
APSG=,2021-05-28,true
APT,2021-05-28,true
APTO,2021-05-28,true
APTS,2021-05-28,true
APTV,2021-05-28,true
APTV-A,2021-05-28,true
APTX,2021-05-28,true
APVO,2021-05-28,true
APWC,2021-05-28,true
APXT,2021-05-28,true
APXTU,2021-05-28,true
APXTW,2021-05-28,true
APYX,2021-05-28,true
AQB,2021-05-28,true
AQMS,2021-05-28,true
AQN,2021-05-28,true
AQNA,2021-05-28,true
AQNB,2021-05-28,true
AQST,2021-05-28,true
AQUA,2021-05-28,true
AQWA,2021-05-28,true
AR,2021-05-28,true
ARAV,2021-05-28,true
ARAY,2021-05-28,true
ARB,2021-05-28,true
ARBG,2021-05-28,true
ARBGU,2021-05-28,true
ARBGW,2021-05-28,true
ARC,2021-05-28,true
ARCB,2021-05-28,true
ARCC,2021-05-28,true
ARCE,2021-05-28,true
ARCH,2021-05-28,true
ARCM,2021-05-28,true
ARCO,2021-05-28,true
ARCT,2021-05-28,true
ARD,2021-05-28,true
ARDC,2021-05-28,true
ARDS,2021-05-28,true
ARDX,2021-05-28,true
ARE,2021-05-28,true
AREC,2021-05-28,true
ARES,2021-05-28,true
ARES-A,2021-05-28,true
ARGD,2021-05-28,true
ARGO,2021-05-28,true
ARGO-A,2021-05-28,true
ARGT,2021-05-28,true
ARGX,2021-05-28,true
ARI,2021-05-28,true
ARKF,2021-05-28,true
ARKG,2021-05-28,true
ARKK,2021-05-28,true
ARKO,2021-05-28,true
ARKOW,2021-05-28,true
ARKQ,2021-05-28,true
ARKR,2021-05-28,true
ARKW,2021-05-28,true
ARKX,2021-05-28,true
ARL,2021-05-28,true
ARLO,2021-05-28,true
ARLP,2021-05-28,true
ARMK,2021-05-28,true
ARMP,2021-05-28,true
ARMR,2021-05-28,true
ARNA,2021-05-28,true
ARNC,2021-05-28,true
AROC,2021-05-28,true
AROW,2021-05-28,true
ARPO,2021-05-28,true
ARQT,2021-05-28,true
ARR,2021-05-28,true
ARR-C,2021-05-28,true
ARRW,2021-05-28,true
ARRWU,2021-05-28,true
ARRWW,2021-05-28,true
ARRY,2021-05-28,true
ARTAU,2021-05-28,true
ARTL,2021-05-28,true
ARTLW,2021-05-28,true
ARTNA,2021-05-28,true
ARTW,2021-05-28,true
ARVL,2021-05-28,true
ARVLW,2021-05-28,true
ARVN,2021-05-28,true
ARW,2021-05-28,true
ARWR,2021-05-28,true
ARYA,2021-05-28,true
ARYD,2021-05-28,true
ASA,2021-05-28,true
ASAI,2021-05-28,true
ASAN,2021-05-28,true
ASAQ,2021-05-28,true
ASAQ+,2021-05-28,true
ASAQ=,2021-05-28,true
ASAX,2021-05-28,true
ASAXU,2021-05-28,true
ASAXW,2021-05-28,true
ASB,2021-05-28,true
ASB-C,2021-05-28,true
ASB-D,2021-05-28,true
ASB-E,2021-05-28,true
ASB-F,2021-05-28,true
ASC,2021-05-28,true
ASEA,2021-05-28,true
ASET,2021-05-28,true
ASG,2021-05-28,true
ASGI,2021-05-28,true
ASGN,2021-05-28,true
ASH,2021-05-28,true
ASHR,2021-05-28,true
ASHS,2021-05-28,true
ASHX,2021-05-28,true
ASIX,2021-05-28,true
ASLE,2021-05-28,true
ASLEW,2021-05-28,true
ASLN,2021-05-28,true
ASM,2021-05-28,true
ASMB,2021-05-28,true
ASML,2021-05-28,true
ASND,2021-05-28,true
ASO,2021-05-28,true
ASPC,2021-05-28,true
ASPCU,2021-05-28,true
ASPCW,2021-05-28,true
ASPL,2021-05-28,true
ASPL+,2021-05-28,true
ASPL=,2021-05-28,true
ASPN,2021-05-28,true
ASPS,2021-05-28,true
ASPU,2021-05-28,true
ASPY,2021-05-28,true
ASR,2021-05-28,true
ASRT,2021-05-28,true
ASRV,2021-05-28,true
ASRVP,2021-05-28,true
ASTC,2021-05-28,true
ASTE,2021-05-28,true
ASTS,2021-05-28,true
ASTSW,2021-05-28,true
ASUR,2021-05-28,true
ASX,2021-05-28,true
ASXC,2021-05-28,true
ASYS,2021-05-28,true
ASZ,2021-05-28,true
ASZ+,2021-05-28,true
ASZ=,2021-05-28,true
ATA,2021-05-28,true
ATA+,2021-05-28,true
ATA=,2021-05-28,true
ATAQ,2021-05-28,true
ATAQ+,2021-05-28,true
ATAQ=,2021-05-28,true
ATAX,2021-05-28,true
ATC,2021-05-28,true
ATCO,2021-05-28,true
ATCO-D,2021-05-28,true
ATCO-E,2021-05-28,true
ATCO-G,2021-05-28,true
ATCO-H,2021-05-28,true
ATCO-I,2021-05-28,true
ATCOL,2021-05-28,true
ATCX,2021-05-28,true
ATEC,2021-05-28,true
ATEN,2021-05-28,true
ATER,2021-05-28,true
ATEX,2021-05-28,true
ATGE,2021-05-28,true
ATH,2021-05-28,true
ATH-A,2021-05-28,true
ATH-B,2021-05-28,true
ATH-C,2021-05-28,true
ATH-D,2021-05-28,true
ATHA,2021-05-28,true
ATHE,2021-05-28,true
ATHM,2021-05-28,true
ATHN,2021-05-28,true
ATHN+,2021-05-28,true
ATHN=,2021-05-28,true
ATHX,2021-05-28,true
ATI,2021-05-28,true
ATIF,2021-05-28,true
ATKR,2021-05-28,true
ATLC,2021-05-28,true
ATLO,2021-05-28,true
ATMP,2021-05-28,true
ATMR,2021-05-28,true
ATMR+,2021-05-28,true
ATMR=,2021-05-28,true
ATNF,2021-05-28,true
ATNFW,2021-05-28,true
ATNI,2021-05-28,true
ATNM,2021-05-28,true
ATNX,2021-05-28,true
ATO,2021-05-28,true
ATOM,2021-05-28,true
ATOS,2021-05-28,true
ATR,2021-05-28,true
ATRA,2021-05-28,true
ATRC,2021-05-28,true
ATRI,2021-05-28,true
ATRO,2021-05-28,true
ATRS,2021-05-28,true
ATSG,2021-05-28,true
ATSPT,2021-05-28,true
ATSPU,2021-05-28,true
ATSPW,2021-05-28,true
ATTO,2021-05-28,true
ATUS,2021-05-28,true
ATVC,2021-05-28,true
ATVCU,2021-05-28,true
ATVCW,2021-05-28,true
ATVI,2021-05-28,true
ATXI,2021-05-28,true
AU,2021-05-28,true
AUB,2021-05-28,true
AUBAP,2021-05-28,true
AUBN,2021-05-28,true
AUD,2021-05-28,true
AUDC,2021-05-28,true
AUGZ,2021-05-28,true
AUMN,2021-05-28,true
AUPH,2021-05-28,true
AURC,2021-05-28,true
AURCU,2021-05-28,true
AURCW,2021-05-28,true
AUS,2021-05-28,true
AUS+,2021-05-28,true
AUS=,2021-05-28,true
AUSF,2021-05-28,true
AUTL,2021-05-28,true
AUTO,2021-05-28,true
AUUD,2021-05-28,true
AUUDW,2021-05-28,true
AUVI,2021-05-28,true
AUY,2021-05-28,true
AVA,2021-05-28,true
AVACU,2021-05-28,true
AVAH,2021-05-28,true
AVAL,2021-05-28,true
AVAN,2021-05-28,true
AVAN+,2021-05-28,true
AVAN=,2021-05-28,true
AVAV,2021-05-28,true
AVB,2021-05-28,true
AVCO,2021-05-28,true
AVCT,2021-05-28,true
AVCTW,2021-05-28,true
AVD,2021-05-28,true
AVDE,2021-05-28,true
AVDG,2021-05-28,true
AVDL,2021-05-28,true
AVDR,2021-05-28,true
AVDV,2021-05-28,true
AVEM,2021-05-28,true
AVEO,2021-05-28,true
AVGO,2021-05-28,true
AVGOP,2021-05-28,true
AVGR,2021-05-28,true
AVID,2021-05-28,true
AVIG,2021-05-28,true
AVIR,2021-05-28,true
AVK,2021-05-28,true
AVLR,2021-05-28,true
AVMU,2021-05-28,true
AVNS,2021-05-28,true
AVNT,2021-05-28,true
AVNW,2021-05-28,true
AVO,2021-05-28,true
AVRO,2021-05-28,true
AVSF,2021-05-28,true
AVT,2021-05-28,true
AVTR,2021-05-28,true
AVTR-A,2021-05-28,true
AVUS,2021-05-28,true
AVUV,2021-05-28,true
AVXL,2021-05-28,true
AVY,2021-05-28,true
AVYA,2021-05-28,true
AWAY,2021-05-28,true
AWF,2021-05-28,true
AWH,2021-05-28,true
AWI,2021-05-28,true
AWK,2021-05-28,true
AWP,2021-05-28,true
AWR,2021-05-28,true
AWRE,2021-05-28,true
AWTM,2021-05-28,true
AWX,2021-05-28,true
AX,2021-05-28,true
AXAS,2021-05-28,true
AXDX,2021-05-28,true
AXGN,2021-05-28,true
AXL,2021-05-28,true
AXLA,2021-05-28,true
AXNX,2021-05-28,true
AXON,2021-05-28,true
AXP,2021-05-28,true
AXR,2021-05-28,true
AXS,2021-05-28,true
AXS-E,2021-05-28,true
AXSM,2021-05-28,true
AXTA,2021-05-28,true
AXTI,2021-05-28,true
AXU,2021-05-28,true
AY,2021-05-28,true
AYI,2021-05-28,true
AYLA,2021-05-28,true
AYRO,2021-05-28,true
AYTU,2021-05-28,true
AYX,2021-05-28,true
AZAA,2021-05-28,true
AZAJ,2021-05-28,true
AZAL,2021-05-28,true
AZAO,2021-05-28,true
AZBA,2021-05-28,true
AZBJ,2021-05-28,true
AZBL,2021-05-28,true
AZBO,2021-05-28,true
AZEK,2021-05-28,true
AZN,2021-05-28,true
AZO,2021-05-28,true
AZPN,2021-05-28,true
AZRE,2021-05-28,true
AZRX,2021-05-28,true
AZUL,2021-05-28,true
AZYO,2021-05-28,true
AZZ,2021-05-28,true
B,2021-05-28,true
BA,2021-05-28,true
BAB,2021-05-28,true
BABA,2021-05-28,true
BAC,2021-05-28,true
BAC-B,2021-05-28,true
BAC-E,2021-05-28,true
BAC-K,2021-05-28,true
BAC-L,2021-05-28,true
BAC-M,2021-05-28,true
BAC-N,2021-05-28,true
BAC-O,2021-05-28,true
BAC-P,2021-05-28,true
BAH,2021-05-28,true
BAK,2021-05-28,true
BAL,2021-05-28,true
BALY,2021-05-28,true
BAM,2021-05-28,true
BAMH,2021-05-28,true
BAMI,2021-05-28,true
BANC,2021-05-28,true
BANC-E,2021-05-28,true
BAND,2021-05-28,true
BANF,2021-05-28,true
BANFP,2021-05-28,true
BANR,2021-05-28,true
BANX,2021-05-28,true
BAOS,2021-05-28,true
BAP,2021-05-28,true
BAPR,2021-05-28,true
BAR,2021-05-28,true
BATL,2021-05-28,true
BATRA,2021-05-28,true
BATRK,2021-05-28,true
BATT,2021-05-28,true
BAUG,2021-05-28,true
BAX,2021-05-28,true
BB,2021-05-28,true
BBAR,2021-05-28,true
BBAX,2021-05-28,true
BBBY,2021-05-28,true
BBC,2021-05-28,true
BBCA,2021-05-28,true
BBCP,2021-05-28,true
BBD,2021-05-28,true
BBDC,2021-05-28,true
BBDO,2021-05-28,true
BBEU,2021-05-28,true
BBGI,2021-05-28,true
BBH,2021-05-28,true
BBI,2021-05-28,true
BBIG,2021-05-28,true
BBIN,2021-05-28,true
BBIO,2021-05-28,true
BBJP,2021-05-28,true
BBL,2021-05-28,true
BBMC,2021-05-28,true
BBN,2021-05-28,true
BBP,2021-05-28,true
BBQ,2021-05-28,true
BBRE,2021-05-28,true
BBSA,2021-05-28,true
BBSC,2021-05-28,true
BBSI,2021-05-28,true
BBU,2021-05-28,true
BBUS,2021-05-28,true
BBVA,2021-05-28,true
BBW,2021-05-28,true
BBY,2021-05-28,true
BC,2021-05-28,true
BC-A,2021-05-28,true
BC-B,2021-05-28,true
BC-C,2021-05-28,true
